Name,tag,Length,product,locus_tag
DUF4351 domain-containing protein CDS,SGL_RS09830,360,DUF4351 domain-containing protein,slr0810
IS630 transposase-related protein CDS,SGL_RS19880,360,IS630 transposase-related protein,
IS630 transposase-related protein CDS,SGL_RS19895,360,IS630 transposase-related protein,
IS630 transposase-related protein CDS,SGL_RS19925,360,IS630 transposase-related protein,
hypothetical protein CDS,SGL_RS19955,360,hypothetical protein,
IS630 transposase-related protein CDS,SGL_RS19975,360,IS630 transposase-related protein,
response regulator CDS,SGL_RS16495,360,response regulator,sll0039
iron-sulfur cluster assembly accessory protein CDS,SGL_RS02730,357,iron-sulfur cluster assembly accessory protein,slr1417
FkbM family methyltransferase CDS,SGL_RS03645,357,FkbM family methyltransferase,slr1068
STAS domain-containing protein CDS,SGL_RS04745,357,STAS domain-containing protein,slr1912
hypothetical protein CDS,SGL_RS07785,357,hypothetical protein,sll2006
KH domain-containing protein CDS,SGL_RS11920,357,KH domain-containing protein,slr0287
ferredoxin:thioredoxin reductase CDS,SGL_RS14935,357,ferredoxin:thioredoxin reductase,sll0554
hypothetical protein CDS,SGL_RS15300,357,hypothetical protein,sll0082
hypothetical protein CDS,SGL_RS18220,357,hypothetical protein,slr0588
hypothetical protein CDS,SGL_RS04750,354,hypothetical protein,slr1913
hypothetical protein CDS,SGL_RS04925,354,hypothetical protein,slr1032
Rieske (2Fe-2S) protein CDS,SGL_RS06035,354,Rieske (2Fe-2S) protein,slr1205
cupin domain-containing protein CDS,SGL_RS08330,354,cupin domain-containing protein,sll1163
TMEM165/GDT1 family protein CDS,SGL_RS11040,354,TMEM165/GDT1 family protein,slr1170
rplT CDS,SGL_RS13065,354,50S ribosomal protein L20,sll0767
hypothetical protein CDS,SGL_RS13100,354,hypothetical protein,sll0761
DUF4335 domain-containing protein CDS,SGL_RS20085,354,DUF4335 domain-containing protein,
hypothetical protein CDS,SGL_RS15035,354,hypothetical protein,slr0579
hypothetical protein CDS,SGL_RS17060,354,hypothetical protein,slr1425
cation:proton antiporter subunit C CDS,SGL_RS05360,351,cation:proton antiporter subunit C,slr2008
rplQ CDS,SGL_RS05730,351,50S ribosomal protein L17,sll1819
DUF760 domain-containing protein CDS,SGL_RS11105,351,DUF760 domain-containing protein,slr1674
STAS domain-containing protein CDS,SGL_RS11430,351,STAS domain-containing protein,ssr1600
phage holin family protein CDS,SGL_RS11895,351,phage holin family protein,slr0284
DUF1257 domain-containing protein CDS,SGL_RS12930,351,DUF1257 domain-containing protein,slr0376
hypothetical protein CDS,SGL_RS19960,351,hypothetical protein,
type II toxin-antitoxin system PemK/MazF family toxin CDS,SGL_RS03615,348,type II toxin-antitoxin system PemK/MazF family toxin,slr1062
rubredoxin CDS,SGL_RS04520,348,rubredoxin,slr2033
rplX CDS,SGL_RS05795,348,50S ribosomal protein L24,sll1807
type II toxin-antitoxin system PemK/MazF family toxin CDS,SGL_RS06775,348,type II toxin-antitoxin system PemK/MazF family toxin,sll1130
nucleotidyltransferase family protein CDS,SGL_RS06825,348,nucleotidyltransferase family protein,slr1241
hypothetical protein CDS,SGL_RS10815,348,hypothetical protein,sll1442
hypothetical protein CDS,SGL_RS10885,348,hypothetical protein,slr1533
YtxH domain-containing protein CDS,SGL_RS11855,348,YtxH domain-containing protein,sll0268
YbaB/EbfC family nucleoid-associated protein CDS,SGL_RS04460,345,YbaB/EbfC family nucleoid-associated protein,slr1847
NADH-quinone oxidoreductase subunit K CDS,SGL_RS05350,345,NADH-quinone oxidoreductase subunit K,slr2006
histidine triad nucleotide-binding protein CDS,SGL_RS06740,345,histidine triad nucleotide-binding protein,slr1234
type II toxin-antitoxin system HicA family toxin CDS,SGL_RS12185,345,type II toxin-antitoxin system HicA family toxin,
rhodanese-like domain-containing protein CDS,SGL_RS14570,345,rhodanese-like domain-containing protein,slr0192
DUF5615 family PIN-like protein CDS,SGL_RS02055,342,DUF5615 family PIN-like protein,sll1400
carboxymuconolactone decarboxylase family protein CDS,SGL_RS07415,342,carboxymuconolactone decarboxylase family protein,slr1853
rpsF CDS,SGL_RS07595,342,30S ribosomal protein S6,sll1767
DUF2973 domain-containing protein CDS,SGL_RS08380,342,DUF2973 domain-containing protein,sll1155
hypA CDS,SGL_RS11110,342,hydrogenase maturation nickel metallochaperone HypA,slr1675
ribulose bisphosphate carboxylase small subunit CDS,SGL_RS13425,342,ribulose bisphosphate carboxylase small subunit,slr0012
iron-sulfur cluster assembly accessory protein CDS,SGL_RS17445,342,iron-sulfur cluster assembly accessory protein,slr1565
hypothetical protein CDS,SGL_RS17845,342,hypothetical protein,slr1659
psb28 CDS,SGL_RS02070,339,photosystem II reaction center protein Psb28,sll1398
DUF5615 family PIN-like protein CDS,SGL_RS04395,339,DUF5615 family PIN-like protein,slr1767
hypothetical protein CDS,SGL_RS04890,339,hypothetical protein,slr1025
carbon dioxide-concentrating mechanism protein CcmK CDS,SGL_RS06355,339,carbon dioxide-concentrating mechanism protein CcmK,slr1839
hypothetical protein CDS,SGL_RS06855,339,hypothetical protein,slr1437
transposase CDS,SGL_RS18815,>339,transposase,
P-II family nitrogen regulator CDS,SGL_RS12045,339,P-II family nitrogen regulator,ssl0707
30S ribosomal protein PSRP-3 CDS,SGL_RS14905,339,30S ribosomal protein PSRP-3,slr0923
BMC domain-containing protein CDS,SGL_RS02885,336,BMC domain-containing protein,sll1028
DUF86 domain-containing protein CDS,SGL_RS04145,336,DUF86 domain-containing protein,sll1505
hypothetical protein CDS,SGL_RS04425,336,hypothetical protein,slr1770
hypothetical protein CDS,SGL_RS04475,336,hypothetical protein,sll1751
hypothetical protein CDS,SGL_RS12760,336,hypothetical protein,sll0168
DUF5615 family PIN-like protein CDS,SGL_RS13025,336,DUF5615 family PIN-like protein,slr0771
translation initiation factor CDS,SGL_RS14975,336,translation initiation factor,sll0546
hypothetical protein CDS,SGL_RS18005,336,hypothetical protein,sll0442
thioredoxin family protein CDS,SGL_RS02205,333,thioredoxin family protein,sll1057
type II toxin-antitoxin system PrlF family antitoxin CDS,SGL_RS02345,333,type II toxin-antitoxin system PrlF family antitoxin,slr0724
hypothetical protein CDS,SGL_RS04995,333,hypothetical protein,slr1376
rplY CDS,SGL_RS05695,333,50S ribosomal protein L25,
hypothetical protein CDS,SGL_RS07270,333,hypothetical protein,ssr1499
hypothetical protein CDS,SGL_RS09340,333,hypothetical protein,slr1513
hypothetical protein CDS,SGL_RS12635,333,hypothetical protein,slr0334
MliC family protein CDS,SGL_RS15050,333,MliC family protein,slr0581
hypothetical protein CDS,SGL_RS18205,333,hypothetical protein,slr0587
DUF565 domain-containing protein CDS,SGL_RS04075,330,DUF565 domain-containing protein,sll1509
thioredoxin family protein CDS,SGL_RS05555,330,thioredoxin family protein,slr1139
anti-sigma factor antagonist CDS,SGL_RS07430,330,anti-sigma factor antagonist,slr1856
MoaD/ThiS family protein CDS,SGL_RS09945,330,MoaD/ThiS family protein,slr0821
fluorescence recovery protein CDS,SGL_RS10235,330,fluorescence recovery protein,slr1964
hypothetical protein CDS,SGL_RS14130,330,hypothetical protein,slr0496
grxC CDS,SGL_RS17425,330,glutaredoxin 3,slr1562
YbjQ family protein CDS,SGL_RS05990,327,YbjQ family protein,sll1118
anti-sigma factor antagonist CDS,SGL_RS07440,327,anti-sigma factor antagonist,slr1859
circadian clock KaiB family protein CDS,SGL_RS08830,327,circadian clock KaiB family protein,sll1596
hypothetical protein CDS,SGL_RS11740,327,hypothetical protein,slr0443
YnfA family protein CDS,SGL_RS16090,327,YnfA family protein,sll0793
grxD CDS,SGL_RS04455,324,Grx4 family monothiol glutaredoxin,slr1846
IS1 family transposase CDS,SGL_RS04695,>324,IS1 family transposase,
DUF3155 domain-containing protein CDS,SGL_RS18710,324,DUF3155 domain-containing protein,
hypothetical protein CDS,SGL_RS06120,324,hypothetical protein,slr2071
RpiB/LacA/LacB family sugar-phosphate isomerase CDS,SGL_RS10960,324,RpiB/LacA/LacB family sugar-phosphate isomerase,ssl2153
DUF760 domain-containing protein CDS,SGL_RS11580,324,DUF760 domain-containing protein,slr1638
metal-sensitive transcriptional regulator CDS,SGL_RS19935,324,metal-sensitive transcriptional regulator,
DUF3082 domain-containing protein CDS,SGL_RS13770,324,DUF3082 domain-containing protein,slr0438
phasin family protein CDS,SGL_RS13910,324,phasin family protein,slr0058
trxA CDS,SGL_RS15650,324,thioredoxin,slr0623
DUF4258 domain-containing protein CDS,SGL_RS17025,324,DUF4258 domain-containing protein,slr1421
2Fe-2S iron-sulfur cluster-binding protein CDS,SGL_RS06260,321,2Fe-2S iron-sulfur cluster-binding protein,slr1828
DUF2605 domain-containing protein CDS,SGL_RS08990,321,DUF2605 domain-containing protein,slr0270
hypothetical protein CDS,SGL_RS10175,321,hypothetical protein,slr1957
SH3 domain-containing protein CDS,SGL_RS12630,321,SH3 domain-containing protein,slr0333
DUF433 domain-containing protein CDS,SGL_RS13020,321,DUF433 domain-containing protein,slr0770
hypothetical protein CDS,SGL_RS17510,321,hypothetical protein,slr1576
UDP-glucose 4-epimerase CDS,SGL_RS03705,318,UDP-glucose 4-epimerase,slr1078
thylakoid lumen protein CDS,SGL_RS07560,318,thylakoid lumen protein,sll1769
rpsJ CDS,SGL_RS10920,318,30S ribosomal protein S10,sll1101
ureB CDS,SGL_RS11790,318,urease subunit beta,sll0420
trxA CDS,SGL_RS13670,318,thioredoxin,slr0233
kaiB CDS,SGL_RS17755,318,circadian clock protein KaiB,slr0757
DUF1825 family protein CDS,SGL_RS04770,315,DUF1825 family protein,slr1915
cupin domain-containing protein CDS,SGL_RS04880,315,cupin domain-containing protein,slr1023
hypothetical protein CDS,SGL_RS06965,315,hypothetical protein,slr1450
metalloregulator ArsR/SmtB family transcription factor CDS,SGL_RS08520,315,metalloregulator ArsR/SmtB family transcription factor,sll1957
DUF2499 domain-containing protein CDS,SGL_RS14310,315,DUF2499 domain-containing protein,sll0608
gatC CDS,SGL_RS16515,315,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,slr0033
BMC domain-containing protein CDS,SGL_RS02890,312,BMC domain-containing protein,sll1029
BrnT family toxin CDS,SGL_RS19765,312,BrnT family toxin,
groES CDS,SGL_RS06165,312,co-chaperone GroES,slr2075
BMC domain-containing protein CDS,SGL_RS06350,312,BMC domain-containing protein,slr1838
hypothetical protein CDS,SGL_RS07185,312,hypothetical protein,slr0881
DUF433 domain-containing protein CDS,SGL_RS11030,312,DUF433 domain-containing protein,slr1168
DUF1816 domain-containing protein CDS,SGL_RS11445,312,DUF1816 domain-containing protein,slr0957
2Fe-2S iron-sulfur cluster-binding protein CDS,SGL_RS12135,312,2Fe-2S iron-sulfur cluster-binding protein,slr0150
nucleotidyltransferase family protein CDS,SGL_RS04150,309,nucleotidyltransferase family protein,sll1504
YkvA family protein CDS,SGL_RS08225,309,YkvA family protein,sll0846
circadian clock KaiB family protein CDS,SGL_RS15410,309,circadian clock KaiB family protein,sll0486
hypothetical protein CDS,SGL_RS15735,309,hypothetical protein,sll0101
DUF3067 family protein CDS,SGL_RS18315,309,DUF3067 family protein,slr0598
DUF3181 family protein CDS,SGL_RS02365,306,DUF3181 family protein,slr0729
transposase CDS,SGL_RS02500,>306,transposase,ssl0426
DUF2442 domain-containing protein CDS,SGL_RS03580,306,DUF2442 domain-containing protein,slr1614
50S ribosomal protein L23 CDS,SGL_RS05840,306,50S ribosomal protein L23,sll1801
DUF433 domain-containing protein CDS,SGL_RS06060,306,DUF433 domain-containing protein,slr1209
hypothetical protein CDS,SGL_RS08930,306,hypothetical protein,slr0263
hypothetical protein CDS,SGL_RS13920,306,hypothetical protein,slr0059
hypothetical protein CDS,SGL_RS14490,306,hypothetical protein,sll0376
RNA-binding protein CDS,SGL_RS16605,306,RNA-binding protein,sll0517
nuoK CDS,SGL_RS16985,306,NADH-quinone oxidoreductase subunit NuoK,sll0522
transposase CDS,SGL_RS18640,>304,transposase,
EutN/CcmL family microcompartment protein CDS,SGL_RS02880,303,EutN/CcmL family microcompartment protein,sll1030
S4 domain-containing protein CDS,SGL_RS04935,>303,S4 domain-containing protein,ssr1720
HU family DNA-binding protein CDS,SGL_RS06410,303,HU family DNA-binding protein,sll1712
ureA CDS,SGL_RS08455,303,urease subunit gamma,slr1256
IS701 family transposase CDS,SGL_RS09125,>303,IS701 family transposase,sll1985
transposase CDS,SGL_RS19900,303,transposase,
rpsN CDS,SGL_RS14220,303,30S ribosomal protein S14,slr0628
purS CDS,SGL_RS15525,303,phosphoribosylformylglycinamidine synthase subunit PurS,slr0519
hypothetical protein CDS,SGL_RS19095,303,hypothetical protein,
DUF3146 family protein CDS,SGL_RS17070,303,DUF3146 family protein,sll1340
thylakoid membrane protein CDS,SGL_RS02845,300,thylakoid membrane protein,ssl2009
SH3 domain-containing protein CDS,SGL_RS03415,300,SH3 domain-containing protein,ssl1792
IS630 transposase-related protein CDS,SGL_RS20215,300,IS630 transposase-related protein,
hypothetical protein CDS,SGL_RS19590,300,hypothetical protein,
2Fe-2S iron-sulfur cluster-binding protein CDS,SGL_RS11210,300,2Fe-2S iron-sulfur cluster-binding protein,ssl3044
hypothetical protein CDS,SGL_RS11620,300,hypothetical protein,ssl2971
2Fe-2S iron-sulfur cluster-binding protein CDS,SGL_RS05070,297,2Fe-2S iron-sulfur cluster-binding protein,ssl2559
monovalent cation/H(+) antiporter subunit G CDS,SGL_RS05380,297,monovalent cation/H(+) antiporter subunit G,ssr3410
clpS CDS,SGL_RS07585,297,ATP-dependent Clp protease adapter ClpS,ssl3379
KGK domain-containing protein CDS,SGL_RS08305,297,KGK domain-containing protein,
DUF2442 domain-containing protein CDS,SGL_RS08555,297,DUF2442 domain-containing protein,ssl3692
hypothetical protein CDS,SGL_RS10990,297,hypothetical protein,ssl2148
hypothetical protein CDS,SGL_RS15115,297,hypothetical protein,ssr1407
hypothetical protein CDS,SGL_RS05375,294,hypothetical protein,ssr3409
rpsT CDS,SGL_RS05940,294,30S ribosomal protein S20,ssl2233
hypothetical protein CDS,SGL_RS08285,294,hypothetical protein,slr0868
hypothetical protein CDS,SGL_RS11295,294,hypothetical protein,slr1004
DUF6439 family protein CDS,SGL_RS12055,294,DUF6439 family protein,ssr0657
petF1 CDS,SGL_RS13450,294,ferredoxin PetF1,ssl0020
DUF4335 domain-containing protein CDS,SGL_RS20080,294,DUF4335 domain-containing protein,
PQ-loop repeat-containing protein CDS,SGL_RS13760,294,PQ-loop repeat-containing protein,
YggT family protein CDS,SGL_RS14625,294,YggT family protein,ssl0353
minE CDS,SGL_RS15860,294,cell division topological specificity factor MinE,ssl0546
NIL domain-containing protein CDS,SGL_RS17145,294,NIL domain-containing protein,ssr2439
DUF2470 domain-containing protein CDS,SGL_RS04855,291,DUF2470 domain-containing protein,ssr1698
4a-hydroxytetrahydrobiopterin dehydratase CDS,SGL_RS08415,291,4a-hydroxytetrahydrobiopterin dehydratase,ssl2296
hypothetical protein CDS,SGL_RS08675,291,hypothetical protein,ssr3402
nucleotidyltransferase family protein CDS,SGL_RS09425,291,nucleotidyltransferase family protein,ssl2749
hypothetical protein CDS,SGL_RS12315,291,hypothetical protein,sll1863
hypothetical protein CDS,SGL_RS12515,291,hypothetical protein,ssl1807
Rpn family recombination-promoting nuclease/putative transposase CDS,SGL_RS19080,>291,Rpn family recombination-promoting nuclease/putative transposase,
MSMEG 0570 family nitrogen starvation response protein CDS,SGL_RS16130,291,MSMEG_0570 family nitrogen starvation response protein,ssl1464
PepSY domain-containing protein CDS,SGL_RS02185,288,PepSY domain-containing protein,ssr1853
DUF2288 domain-containing protein CDS,SGL_RS03100,288,DUF2288 domain-containing protein,ssr3000
hypothetical protein CDS,SGL_RS04635,288,hypothetical protein,ssr3467
hypothetical protein CDS,SGL_RS06465,288,hypothetical protein,
DUF4926 domain-containing protein CDS,SGL_RS10810,288,DUF4926 domain-containing protein,
clpS CDS,SGL_RS11475,288,ATP-dependent Clp protease adapter ClpS,ssr2723
hypothetical protein CDS,SGL_RS14455,288,hypothetical protein,ssr0693
hypothetical protein CDS,SGL_RS05490,285,hypothetical protein,ssl3615
DUF427 domain-containing protein CDS,SGL_RS07845,285,DUF427 domain-containing protein,ssl3291
DUF3288 family protein CDS,SGL_RS09365,285,DUF3288 family protein,ssr2551
PIN domain-containing protein CDS,SGL_RS09615,285,PIN domain-containing protein,
hypothetical protein CDS,SGL_RS09735,285,hypothetical protein,ssl2420
Uma2 family endonuclease CDS,SGL_RS10215,285,Uma2 family endonuclease,ssl3573
BrnT family toxin CDS,SGL_RS11715,285,BrnT family toxin,
type II toxin-antitoxin system prevent-host-death family antitoxin CDS,SGL_RS11730,285,type II toxin-antitoxin system prevent-host-death family antitoxin,ssr0761
DUF4090 family protein CDS,SGL_RS14810,285,DUF4090 family protein,ssr1528
hypothetical protein CDS,SGL_RS15475,285,hypothetical protein,
hypothetical protein CDS,SGL_RS03760,282,hypothetical protein,ssl1972
"type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family CDS",SGL_RS04135,282,"type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family",
glutaredoxin family protein CDS,SGL_RS09930,282,glutaredoxin family protein,ssr1391
SID1 transmembrane family member CDS,SGL_RS19990,282,SID1 transmembrane family member,
IS630 transposase-related protein CDS,SGL_RS16250,>282,IS630 transposase-related protein,ssr1175
rpsS CDS,SGL_RS05830,279,30S ribosomal protein S19,ssl3432
hypothetical protein CDS,SGL_RS07515,279,hypothetical protein,
hypothetical protein CDS,SGL_RS09770,279,hypothetical protein,
PIN domain-containing protein CDS,SGL_RS18930,279,PIN domain-containing protein,
hypothetical protein CDS,SGL_RS14450,279,hypothetical protein,ssl0750
