,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
128:06:57,8920,148.6666667,0.374,0.413,0.244
128:06:58,8921,148.6833333,0.374,0.413,0.244
128:06:59,8922,148.7,0.373,0.413,0.243
128:07:00,8923,148.7166667,0.373,0.413,0.244
128:07:01,8924,148.7333333,0.372,0.413,0.243
128:07:02,8925,148.75,0.372,0.413,0.244
128:07:03,8926,148.7666667,0.372,0.413,0.243
128:07:04,8927,148.7833333,0.373,0.413,0.243
128:07:05,8928,148.8,0.373,0.412,0.243
128:07:06,8929,148.8166667,0.372,0.412,0.243
128:07:07,8930,148.8333333,0.372,0.413,0.243
128:07:08,8931,148.85,0.372,0.412,0.243
128:07:09,8932,148.8666667,0.372,0.413,0.243
128:07:10,8933,148.8833333,0.373,0.412,0.242
128:07:11,8934,148.9,0.372,0.412,0.243
128:07:12,8935,148.9166667,0.371,0.412,0.242
128:07:13,8936,148.9333333,0.371,0.412,0.243
128:07:14,8937,148.95,0.371,0.412,0.242
128:07:15,8938,148.9666667,0.373,0.413,0.243
128:07:16,8939,148.9833333,0.372,0.412,0.242
128:07:17,8940,149,0.372,0.412,0.243
128:07:18,8941,149.0166667,0.371,0.412,0.241
128:07:19,8942,149.0333333,0.372,0.412,0.242
128:07:20,8943,149.05,0.372,0.412,0.242
128:07:21,8944,149.0666667,0.373,0.412,0.242
128:07:22,8945,149.0833333,0.372,0.412,0.242
128:07:23,8946,149.1,0.371,0.412,0.242
128:07:24,8947,149.1166667,0.371,0.412,0.242
128:07:25,8948,149.1333333,0.371,0.412,0.242
128:07:26,8949,149.15,0.372,0.412,0.242
128:07:27,8950,149.1666667,0.372,0.412,0.242
128:07:28,8951,149.1833333,0.372,0.412,0.242
128:07:29,8952,149.2,0.371,0.412,0.242
128:07:30,8953,149.2166667,0.371,0.412,0.242
128:07:31,8954,149.2333333,0.371,0.412,0.242
128:07:32,8955,149.25,0.373,0.412,0.242
128:07:33,8956,149.2666667,0.372,0.411,0.242
128:07:34,8957,149.2833333,0.372,0.411,0.242
128:07:35,8958,149.3,0.371,0.411,0.241
128:07:36,8959,149.3166667,0.372,0.411,0.242
128:07:37,8960,149.3333333,0.371,0.41,0.242
128:07:38,8961,149.35,0.372,0.411,0.242
128:07:39,8962,149.3666667,0.372,0.411,0.241
128:07:40,8963,149.3833333,0.371,0.411,0.242
128:07:41,8964,149.4,0.37,0.412,0.242
128:07:42,8965,149.4166667,0.371,0.412,0.242
128:07:43,8966,149.4333333,0.372,0.412,0.242
128:07:44,8967,149.45,0.372,0.412,0.242
128:07:45,8968,149.4666667,0.371,0.413,0.242
128:07:46,8969,149.4833333,0.371,0.412,0.241
128:07:47,8970,149.5,0.371,0.413,0.242
128:07:48,8971,149.5166667,0.372,0.412,0.242
128:07:49,8972,149.5333333,0.373,0.413,0.242
128:07:50,8973,149.55,0.372,0.412,0.241
128:07:51,8974,149.5666667,0.372,0.412,0.242
128:07:52,8975,149.5833333,0.371,0.412,0.241
128:07:53,8976,149.6,0.373,0.413,0.243
128:07:54,8977,149.6166667,0.372,0.413,0.243
128:07:55,8978,149.6333333,0.373,0.413,0.243
128:07:56,8979,149.65,0.371,0.413,0.242
128:07:57,8980,149.6666667,0.371,0.413,0.242
128:07:58,8981,149.6833333,0.371,0.413,0.242
128:07:59,8982,149.7,0.372,0.413,0.242
128:08:00,8983,149.7166667,0.373,0.413,0.242
128:08:01,8984,149.7333333,0.372,0.413,0.242
128:08:02,8985,149.75,0.372,0.413,0.242
128:08:03,8986,149.7666667,0.371,0.413,0.241
128:08:04,8987,149.7833333,0.372,0.413,0.242
128:08:05,8988,149.8,0.373,0.413,0.242
128:08:06,8989,149.8166667,0.373,0.413,0.242
128:08:07,8990,149.8333333,0.372,0.413,0.241
128:08:08,8991,149.85,0.372,0.413,0.242
128:08:09,8992,149.8666667,0.372,0.413,0.242
128:08:10,8993,149.8833333,0.373,0.413,0.243
128:08:11,8994,149.9,0.373,0.413,0.241
128:08:12,8995,149.9166667,0.374,0.413,0.242
128:08:13,8996,149.9333333,0.372,0.413,0.242
128:08:14,8997,149.95,0.373,0.413,0.242
128:08:15,8998,149.9666667,0.372,0.413,0.242
128:08:16,8999,149.9833333,0.374,0.413,0.243
128:08:17,9000,150,0.373,0.413,0.242
128:08:18,9001,150.0166667,0.373,0.413,0.243
128:08:19,9002,150.0333333,0.372,0.413,0.243
128:08:20,9003,150.05,0.373,0.413,0.243
128:08:21,9004,150.0666667,0.374,0.414,0.243
128:08:22,9005,150.0833333,0.374,0.413,0.243
128:08:23,9006,150.1,0.375,0.414,0.243
128:08:24,9007,150.1166667,0.373,0.413,0.242
128:08:25,9008,150.1333333,0.373,0.414,0.243
128:08:26,9009,150.15,0.373,0.414,0.242
128:08:27,9010,150.1666667,0.374,0.414,0.243
128:08:28,9011,150.1833333,0.374,0.414,0.242
128:08:29,9012,150.2,0.374,0.414,0.243
128:08:30,9013,150.2166667,0.373,0.414,0.242
128:08:31,9014,150.2333333,0.373,0.414,0.243
128:08:32,9015,150.25,0.373,0.414,0.243
128:08:33,9016,150.2666667,0.375,0.414,0.243
128:08:34,9017,150.2833333,0.375,0.414,0.243
128:08:35,9018,150.3,0.374,0.414,0.243
128:08:36,9019,150.3166667,0.373,0.414,0.243
128:08:37,9020,150.3333333,0.374,0.414,0.243
128:08:38,9021,150.35,0.374,0.414,0.243
128:08:39,9022,150.3666667,0.375,0.414,0.244
128:08:40,9023,150.3833333,0.375,0.414,0.243
128:08:41,9024,150.4,0.374,0.413,0.243
128:08:42,9025,150.4166667,0.374,0.414,0.244
128:08:43,9026,150.4333333,0.374,0.414,0.243
128:08:44,9027,150.45,0.376,0.415,0.244
128:08:45,9028,150.4666667,0.376,0.415,0.243
128:08:46,9029,150.4833333,0.376,0.415,0.244
128:08:47,9030,150.5,0.375,0.415,0.243
128:08:48,9031,150.5166667,0.375,0.415,0.244
128:08:49,9032,150.5333333,0.375,0.415,0.243
128:08:50,9033,150.55,0.376,0.415,0.244
128:08:51,9034,150.5666667,0.376,0.415,0.243
128:08:52,9035,150.5833333,0.376,0.415,0.244
128:08:53,9036,150.6,0.375,0.416,0.243
128:08:54,9037,150.6166667,0.375,0.416,0.244
128:08:55,9038,150.6333333,0.375,0.416,0.244
128:08:56,9039,150.65,0.375,0.416,0.244
128:08:57,9040,150.6666667,0.376,0.416,0.244
128:08:58,9041,150.6833333,0.376,0.416,0.243
128:08:59,9042,150.7,0.375,0.416,0.244
128:09:00,9043,150.7166667,0.374,0.416,0.243
128:09:01,9044,150.7333333,0.375,0.416,0.244
128:09:02,9045,150.75,0.375,0.416,0.244
128:09:03,9046,150.7666667,0.376,0.416,0.244
128:09:04,9047,150.7833333,0.376,0.416,0.243
128:09:05,9048,150.8,0.376,0.416,0.244
128:09:06,9049,150.8166667,0.375,0.416,0.243
128:09:07,9050,150.8333333,0.376,0.416,0.244
128:09:08,9051,150.85,0.375,0.416,0.243
128:09:09,9052,150.8666667,0.376,0.416,0.244
128:09:10,9053,150.8833333,0.376,0.416,0.244
128:09:11,9054,150.9,0.377,0.416,0.244
128:09:12,9055,150.9166667,0.376,0.416,0.244
128:09:13,9056,150.9333333,0.376,0.416,0.244
128:09:14,9057,150.95,0.375,0.417,0.244
128:09:15,9058,150.9666667,0.375,0.417,0.243
128:09:16,9059,150.9833333,0.376,0.417,0.244
128:09:17,9060,151,0.376,0.417,0.244
128:09:18,9061,151.0166667,0.377,0.417,0.245
128:09:19,9062,151.0333333,0.377,0.417,0.244
128:09:20,9063,151.05,0.377,0.417,0.245
128:09:21,9064,151.0666667,0.376,0.417,0.244
128:09:22,9065,151.0833333,0.376,0.417,0.245
128:09:23,9066,151.1,0.376,0.417,0.245
128:09:24,9067,151.1166667,0.377,0.418,0.245
128:09:25,9068,151.1333333,0.377,0.418,0.245
128:09:26,9069,151.15,0.377,0.418,0.245
128:09:27,9070,151.1666667,0.376,0.418,0.244
128:09:28,9071,151.1833333,0.376,0.417,0.245
128:09:29,9072,151.2,0.375,0.418,0.245
128:09:30,9073,151.2166667,0.377,0.418,0.245
128:09:31,9074,151.2333333,0.377,0.418,0.245
128:09:32,9075,151.25,0.377,0.418,0.245
128:09:33,9076,151.2666667,0.378,0.418,0.245
128:09:34,9077,151.2833333,0.377,0.417,0.245
128:09:35,9078,151.3,0.377,0.418,0.245
128:09:36,9079,151.3166667,0.377,0.418,0.244
128:09:37,9080,151.3333333,0.378,0.418,0.246
128:09:38,9081,151.35,0.377,0.418,0.245
128:09:39,9082,151.3666667,0.379,0.419,0.245
128:09:40,9083,151.3833333,0.378,0.418,0.244
128:09:41,9084,151.4,0.378,0.418,0.245
128:09:42,9085,151.4166667,0.377,0.418,0.244
128:09:43,9086,151.4333333,0.378,0.419,0.245
128:09:44,9087,151.45,0.377,0.419,0.245
128:09:45,9088,151.4666667,0.379,0.419,0.245
128:09:46,9089,151.4833333,0.379,0.419,0.245
128:09:47,9090,151.5,0.378,0.419,0.245
128:09:48,9091,151.5166667,0.378,0.419,0.245
128:09:49,9092,151.5333333,0.378,0.419,0.245
128:09:50,9093,151.55,0.379,0.419,0.245
128:09:51,9094,151.5666667,0.379,0.419,0.246
128:09:52,9095,151.5833333,0.38,0.42,0.246
128:09:53,9096,151.6,0.379,0.419,0.245
128:09:54,9097,151.6166667,0.379,0.419,0.246
128:09:55,9098,151.6333333,0.378,0.419,0.245
128:09:56,9099,151.65,0.378,0.42,0.246
128:09:57,9100,151.6666667,0.379,0.419,0.246
128:09:58,9101,151.6833333,0.38,0.42,0.246
128:09:59,9102,151.7,0.38,0.42,0.245
128:10:00,9103,151.7166667,0.38,0.42,0.246
128:10:01,9104,151.7333333,0.379,0.42,0.246
128:10:02,9105,151.75,0.379,0.42,0.246
128:10:03,9106,151.7666667,0.379,0.42,0.246
128:10:04,9107,151.7833333,0.381,0.42,0.247
128:10:05,9108,151.8,0.38,0.42,0.246
128:10:06,9109,151.8166667,0.38,0.42,0.246
128:10:07,9110,151.8333333,0.379,0.42,0.246
128:10:08,9111,151.85,0.379,0.42,0.246
128:10:09,9112,151.8666667,0.38,0.42,0.247
128:10:10,9113,151.8833333,0.38,0.42,0.246
128:10:11,9114,151.9,0.381,0.42,0.247
128:10:12,9115,151.9166667,0.379,0.42,0.246
128:10:13,9116,151.9333333,0.379,0.42,0.247
128:10:14,9117,151.95,0.38,0.42,0.246
128:10:15,9118,151.9666667,0.381,0.421,0.247
128:10:16,9119,151.9833333,0.381,0.42,0.246
128:10:17,9120,152,0.381,0.421,0.247
128:10:18,9121,152.0166667,0.38,0.42,0.247
128:10:19,9122,152.0333333,0.38,0.421,0.247
128:10:20,9123,152.05,0.38,0.421,0.247
128:10:21,9124,152.0666667,0.381,0.421,0.247
128:10:22,9125,152.0833333,0.381,0.421,0.247
128:10:23,9126,152.1,0.38,0.421,0.247
128:10:24,9127,152.1166667,0.38,0.421,0.247
128:10:25,9128,152.1333333,0.381,0.421,0.247
128:10:26,9129,152.15,0.382,0.422,0.247
128:10:27,9130,152.1666667,0.382,0.421,0.247
128:10:28,9131,152.1833333,0.381,0.422,0.247
128:10:29,9132,152.2,0.38,0.421,0.247
128:10:30,9133,152.2166667,0.381,0.422,0.248
128:10:31,9134,152.2333333,0.381,0.421,0.247
128:10:32,9135,152.25,0.382,0.422,0.247
128:10:33,9136,152.2666667,0.38,0.421,0.247
128:10:34,9137,152.2833333,0.38,0.422,0.248
128:10:35,9138,152.3,0.38,0.422,0.247
128:10:36,9139,152.3166667,0.382,0.422,0.248
128:10:37,9140,152.3333333,0.382,0.422,0.247
128:10:38,9141,152.35,0.382,0.422,0.248
128:10:39,9142,152.3666667,0.381,0.422,0.248
128:10:40,9143,152.3833333,0.382,0.422,0.248
128:10:41,9144,152.4,0.382,0.423,0.248
128:10:42,9145,152.4166667,0.382,0.422,0.248
128:10:43,9146,152.4333333,0.381,0.423,0.248
128:10:44,9147,152.45,0.382,0.423,0.248
128:10:45,9148,152.4666667,0.382,0.423,0.248
128:10:46,9149,152.4833333,0.383,0.422,0.248
128:10:47,9150,152.5,0.383,0.422,0.248
128:10:48,9151,152.5166667,0.381,0.422,0.247
128:10:49,9152,152.5333333,0.382,0.422,0.248
128:10:50,9153,152.55,0.382,0.422,0.248
128:10:51,9154,152.5666667,0.384,0.423,0.248
128:10:52,9155,152.5833333,0.382,0.423,0.248
128:10:53,9156,152.6,0.382,0.423,0.249
128:10:54,9157,152.6166667,0.382,0.424,0.248
128:10:55,9158,152.6333333,0.384,0.424,0.249
128:10:56,9159,152.65,0.383,0.424,0.248
128:10:57,9160,152.6666667,0.383,0.424,0.249
128:10:58,9161,152.6833333,0.383,0.424,0.249
128:10:59,9162,152.7,0.384,0.424,0.249
128:11:00,9163,152.7166667,0.384,0.424,0.249
128:11:01,9164,152.7333333,0.383,0.424,0.249
128:11:02,9165,152.75,0.383,0.424,0.249
128:11:03,9166,152.7666667,0.383,0.424,0.249
128:11:04,9167,152.7833333,0.385,0.424,0.25
128:11:05,9168,152.8,0.384,0.424,0.249
128:11:06,9169,152.8166667,0.384,0.424,0.25
128:11:07,9170,152.8333333,0.383,0.424,0.249
128:11:08,9171,152.85,0.384,0.425,0.25
128:11:09,9172,152.8666667,0.384,0.424,0.249
128:11:10,9173,152.8833333,0.384,0.424,0.25
128:11:11,9174,152.9,0.383,0.424,0.249
128:11:12,9175,152.9166667,0.384,0.425,0.25
128:11:13,9176,152.9333333,0.385,0.425,0.25
128:11:14,9177,152.95,0.385,0.425,0.25
128:11:15,9178,152.9666667,0.384,0.425,0.249
128:11:16,9179,152.9833333,0.384,0.425,0.25
128:11:17,9180,153,0.385,0.426,0.25
128:11:18,9181,153.0166667,0.386,0.425,0.25
128:11:19,9182,153.0333333,0.385,0.426,0.25
128:11:20,9183,153.05,0.384,0.425,0.25
128:11:21,9184,153.0666667,0.384,0.426,0.25
128:11:22,9185,153.0833333,0.384,0.426,0.25
128:11:23,9186,153.1,0.386,0.426,0.251
128:11:24,9187,153.1166667,0.386,0.426,0.25
128:11:25,9188,153.1333333,0.386,0.426,0.251
128:11:26,9189,153.15,0.384,0.426,0.25
128:11:27,9190,153.1666667,0.386,0.426,0.251
128:11:28,9191,153.1833333,0.385,0.426,0.25
128:11:29,9192,153.2,0.387,0.427,0.251
128:11:30,9193,153.2166667,0.386,0.427,0.25
128:11:31,9194,153.2333333,0.386,0.427,0.251
128:11:32,9195,153.25,0.385,0.427,0.251
128:11:33,9196,153.2666667,0.386,0.427,0.251
128:11:34,9197,153.2833333,0.386,0.427,0.251
128:11:35,9198,153.3,0.387,0.427,0.251
128:11:36,9199,153.3166667,0.386,0.427,0.251
128:11:37,9200,153.3333333,0.386,0.427,0.25
128:11:38,9201,153.35,0.387,0.427,0.252
128:11:39,9202,153.3666667,0.387,0.427,0.251
128:11:40,9203,153.3833333,0.387,0.428,0.252
128:11:41,9204,153.4,0.385,0.428,0.251
128:11:42,9205,153.4166667,0.386,0.428,0.252
128:11:43,9206,153.4333333,0.386,0.428,0.252
128:11:44,9207,153.45,0.388,0.428,0.253
128:11:45,9208,153.4666667,0.387,0.428,0.251
128:11:46,9209,153.4833333,0.387,0.427,0.252
128:11:47,9210,153.5,0.386,0.427,0.251
128:11:48,9211,153.5166667,0.387,0.426,0.252
128:11:49,9212,153.5333333,0.387,0.426,0.252
128:11:50,9213,153.55,0.389,0.426,0.252
128:11:51,9214,153.5666667,0.388,0.426,0.252
128:11:52,9215,153.5833333,0.388,0.427,0.252
128:11:53,9216,153.6,0.387,0.428,0.252
128:11:54,9217,153.6166667,0.387,0.427,0.252
128:11:55,9218,153.6333333,0.388,0.428,0.252
128:11:56,9219,153.65,0.388,0.427,0.252
128:11:57,9220,153.6666667,0.389,0.428,0.253
128:11:58,9221,153.6833333,0.387,0.427,0.252
128:11:59,9222,153.7,0.388,0.428,0.252
128:12:00,9223,153.7166667,0.388,0.428,0.252
128:12:01,9224,153.7333333,0.389,0.429,0.253
128:12:02,9225,153.75,0.389,0.428,0.252
128:12:03,9226,153.7666667,0.389,0.428,0.253
128:12:04,9227,153.7833333,0.388,0.429,0.252
128:12:05,9228,153.8,0.388,0.429,0.253
128:12:06,9229,153.8166667,0.389,0.429,0.252
128:12:07,9230,153.8333333,0.39,0.429,0.253
128:12:08,9231,153.85,0.389,0.429,0.252
128:12:09,9232,153.8666667,0.389,0.429,0.253
128:12:10,9233,153.8833333,0.389,0.429,0.253
128:12:11,9234,153.9,0.389,0.429,0.253
128:12:12,9235,153.9166667,0.39,0.43,0.254
128:12:13,9236,153.9333333,0.39,0.429,0.253
128:12:14,9237,153.95,0.389,0.43,0.254
128:12:15,9238,153.9666667,0.388,0.429,0.253
128:12:16,9239,153.9833333,0.39,0.43,0.254
128:12:17,9240,154,0.39,0.43,0.253
128:12:18,9241,154.0166667,0.39,0.43,0.254
128:12:19,9242,154.0333333,0.389,0.43,0.253
128:12:20,9243,154.05,0.39,0.43,0.254
128:12:21,9244,154.0666667,0.39,0.43,0.254
128:12:22,9245,154.0833333,0.391,0.43,0.254
128:12:23,9246,154.1,0.39,0.43,0.254
128:12:24,9247,154.1166667,0.39,0.43,0.254
128:12:25,9248,154.1333333,0.39,0.43,0.254
128:12:26,9249,154.15,0.391,0.431,0.254
128:12:27,9250,154.1666667,0.391,0.431,0.253
128:12:28,9251,154.1833333,0.39,0.43,0.254
128:12:29,9252,154.2,0.39,0.431,0.254
128:12:30,9253,154.2166667,0.391,0.431,0.254
128:12:31,9254,154.2333333,0.392,0.432,0.254
128:12:32,9255,154.25,0.391,0.431,0.254
128:12:33,9256,154.2666667,0.391,0.432,0.254
128:12:34,9257,154.2833333,0.39,0.431,0.254
128:12:35,9258,154.3,0.392,0.432,0.255
128:12:36,9259,154.3166667,0.391,0.432,0.254
128:12:37,9260,154.3333333,0.391,0.432,0.255
128:12:38,9261,154.35,0.39,0.432,0.254
128:12:39,9262,154.3666667,0.392,0.432,0.255
128:12:40,9263,154.3833333,0.392,0.432,0.255
128:12:41,9264,154.4,0.392,0.432,0.255
128:12:42,9265,154.4166667,0.391,0.432,0.255
128:12:43,9266,154.4333333,0.392,0.433,0.256
128:12:44,9267,154.45,0.392,0.433,0.255
128:12:45,9268,154.4666667,0.392,0.433,0.255
128:12:46,9269,154.4833333,0.391,0.433,0.255
128:12:47,9270,154.5,0.391,0.433,0.255
128:12:48,9271,154.5166667,0.392,0.433,0.256
128:12:49,9272,154.5333333,0.393,0.433,0.255
128:12:50,9273,154.55,0.392,0.433,0.256
128:12:51,9274,154.5666667,0.391,0.433,0.255
128:12:52,9275,154.5833333,0.392,0.434,0.256
128:12:53,9276,154.6,0.393,0.433,0.255
128:12:54,9277,154.6166667,0.393,0.434,0.255
128:12:55,9278,154.6333333,0.392,0.434,0.255
128:12:56,9279,154.65,0.393,0.434,0.256
128:12:57,9280,154.6666667,0.393,0.434,0.256
128:12:58,9281,154.6833333,0.394,0.435,0.256
128:12:59,9282,154.7,0.392,0.435,0.255
128:13:00,9283,154.7166667,0.393,0.435,0.256
128:13:01,9284,154.7333333,0.393,0.435,0.255
128:13:02,9285,154.75,0.393,0.434,0.256
128:13:03,9286,154.7666667,0.392,0.434,0.256
128:13:04,9287,154.7833333,0.393,0.434,0.256
128:13:05,9288,154.8,0.394,0.434,0.256
128:13:06,9289,154.8166667,0.394,0.434,0.256
128:13:07,9290,154.8333333,0.393,0.434,0.257
128:13:08,9291,154.85,0.393,0.434,0.256
128:13:09,9292,154.8666667,0.394,0.435,0.257
128:13:10,9293,154.8833333,0.394,0.435,0.255
128:13:11,9294,154.9,0.393,0.436,0.256
128:13:12,9295,154.9166667,0.393,0.435,0.255
128:13:13,9296,154.9333333,0.394,0.436,0.257
128:13:14,9297,154.95,0.394,0.435,0.256
128:13:15,9298,154.9666667,0.394,0.435,0.257
128:13:16,9299,154.9833333,0.393,0.434,0.256
128:13:17,9300,155,0.395,0.435,0.257
128:13:18,9301,155.0166667,0.395,0.435,0.256
128:13:19,9302,155.0333333,0.395,0.435,0.257
128:13:20,9303,155.05,0.394,0.436,0.257
128:13:21,9304,155.0666667,0.395,0.435,0.257
128:13:22,9305,155.0833333,0.396,0.436,0.257
128:13:23,9306,155.1,0.396,0.436,0.257
128:13:24,9307,155.1166667,0.395,0.436,0.257
128:13:25,9308,155.1333333,0.394,0.435,0.257
128:13:26,9309,155.15,0.395,0.435,0.258
128:13:27,9310,155.1666667,0.396,0.434,0.257
128:13:28,9311,155.1833333,0.395,0.435,0.258
128:13:29,9312,155.2,0.394,0.435,0.257
128:13:30,9313,155.2166667,0.396,0.436,0.258
128:13:31,9314,155.2333333,0.395,0.436,0.256
128:13:32,9315,155.25,0.395,0.436,0.257
128:13:33,9316,155.2666667,0.395,0.437,0.256
128:13:34,9317,155.2833333,0.396,0.437,0.257
128:13:35,9318,155.3,0.396,0.437,0.256
128:13:36,9319,155.3166667,0.396,0.437,0.257
128:13:37,9320,155.3333333,0.395,0.438,0.257
128:13:38,9321,155.35,0.396,0.437,0.258
128:13:39,9322,155.3666667,0.397,0.438,0.258
128:13:40,9323,155.3833333,0.396,0.437,0.258
128:13:41,9324,155.4,0.396,0.438,0.259
128:13:42,9325,155.4166667,0.396,0.437,0.258
128:13:43,9326,155.4333333,0.397,0.438,0.259
128:13:44,9327,155.45,0.396,0.438,0.258
128:13:45,9328,155.4666667,0.396,0.438,0.259
128:13:46,9329,155.4833333,0.396,0.438,0.258
128:13:47,9330,155.5,0.398,0.438,0.259
128:13:48,9331,155.5166667,0.397,0.438,0.258
128:13:49,9332,155.5333333,0.397,0.438,0.259
128:13:50,9333,155.55,0.396,0.438,0.258
128:13:51,9334,155.5666667,0.397,0.438,0.259
128:13:52,9335,155.5833333,0.397,0.438,0.259
128:13:53,9336,155.6,0.398,0.438,0.259
128:13:54,9337,155.6166667,0.397,0.437,0.259
128:13:55,9338,155.6333333,0.397,0.438,0.259
128:13:56,9339,155.65,0.397,0.439,0.259
128:13:57,9340,155.6666667,0.398,0.438,0.259
128:13:58,9341,155.6833333,0.398,0.439,0.259
128:13:59,9342,155.7,0.397,0.439,0.259
128:14:00,9343,155.7166667,0.398,0.44,0.26
128:14:01,9344,155.7333333,0.397,0.44,0.259
128:14:02,9345,155.75,0.398,0.44,0.26
128:14:03,9346,155.7666667,0.399,0.439,0.259
128:14:04,9347,155.7833333,0.399,0.44,0.26
128:14:05,9348,155.8,0.397,0.44,0.259
128:14:06,9349,155.8166667,0.398,0.44,0.259
128:14:07,9350,155.8333333,0.398,0.441,0.259
128:14:08,9351,155.85,0.399,0.441,0.26
128:14:09,9352,155.8666667,0.398,0.441,0.259
128:14:10,9353,155.8833333,0.398,0.441,0.26
128:14:11,9354,155.9,0.397,0.441,0.259
128:14:12,9355,155.9166667,0.398,0.442,0.26
128:14:13,9356,155.9333333,0.398,0.442,0.259
128:14:14,9357,155.95,0.399,0.442,0.259
128:14:15,9358,155.9666667,0.398,0.442,0.26
128:14:16,9359,155.9833333,0.398,0.443,0.26
128:14:17,9360,156,0.398,0.443,0.26
128:14:18,9361,156.0166667,0.399,0.442,0.26
128:14:19,9362,156.0333333,0.4,0.442,0.26
128:14:20,9363,156.05,0.399,0.441,0.26
128:14:21,9364,156.0666667,0.4,0.441,0.261
128:14:22,9365,156.0833333,0.399,0.441,0.261
128:14:23,9366,156.1,0.401,0.442,0.262
128:14:24,9367,156.1166667,0.4,0.441,0.26
128:14:25,9368,156.1333333,0.4,0.442,0.261
128:14:26,9369,156.15,0.399,0.442,0.261
128:14:27,9370,156.1666667,0.401,0.442,0.262
128:14:28,9371,156.1833333,0.401,0.442,0.261
128:14:29,9372,156.2,0.401,0.442,0.262
128:14:30,9373,156.2166667,0.4,0.443,0.261
128:14:31,9374,156.2333333,0.401,0.443,0.262
128:14:32,9375,156.25,0.401,0.443,0.261
128:14:33,9376,156.2666667,0.402,0.443,0.261
128:14:34,9377,156.2833333,0.402,0.443,0.261
128:14:35,9378,156.3,0.4,0.443,0.261
128:14:36,9379,156.3166667,0.401,0.444,0.262
128:14:37,9380,156.3333333,0.401,0.444,0.262
128:14:38,9381,156.35,0.402,0.444,0.262
128:14:39,9382,156.3666667,0.401,0.444,0.261
128:14:40,9383,156.3833333,0.402,0.445,0.262
128:14:41,9384,156.4,0.401,0.444,0.262
128:14:42,9385,156.4166667,0.403,0.445,0.263
128:14:43,9386,156.4333333,0.402,0.444,0.262
128:14:44,9387,156.45,0.402,0.444,0.262
128:14:45,9388,156.4666667,0.401,0.445,0.261
128:14:46,9389,156.4833333,0.401,0.445,0.262
128:14:47,9390,156.5,0.402,0.445,0.262
128:14:48,9391,156.5166667,0.403,0.445,0.262
128:14:49,9392,156.5333333,0.402,0.445,0.262
128:14:50,9393,156.55,0.402,0.445,0.262
128:14:51,9394,156.5666667,0.402,0.445,0.262
128:14:52,9395,156.5833333,0.403,0.444,0.263
128:14:53,9396,156.6,0.403,0.444,0.262
128:14:54,9397,156.6166667,0.402,0.444,0.262
128:14:55,9398,156.6333333,0.402,0.445,0.263
128:14:56,9399,156.65,0.403,0.445,0.263
128:14:57,9400,156.6666667,0.404,0.446,0.263
128:14:58,9401,156.6833333,0.403,0.445,0.262
128:14:59,9402,156.7,0.403,0.446,0.263
128:15:00,9403,156.7166667,0.402,0.446,0.263
128:15:01,9404,156.7333333,0.404,0.446,0.264
128:15:02,9405,156.75,0.404,0.446,0.263
128:15:03,9406,156.7666667,0.403,0.446,0.263
128:15:04,9407,156.7833333,0.403,0.446,0.263
128:15:05,9408,156.8,0.404,0.446,0.264
128:15:06,9409,156.8166667,0.405,0.446,0.263
128:15:07,9410,156.8333333,0.404,0.446,0.263
128:15:08,9411,156.85,0.403,0.446,0.264
128:15:09,9412,156.8666667,0.404,0.446,0.264
128:15:10,9413,156.8833333,0.405,0.446,0.264
128:15:11,9414,156.9,0.404,0.446,0.263
128:15:12,9415,156.9166667,0.404,0.447,0.264
